date,DIS,FB,SBUX,WMT,WST
2017-06-01,104.8906,151.53,61.6987,76.6643,97.7642
2017-06-02,103.8922,153.61,62.4924,76.4818,97.8038
2017-06-05,103.2524,153.63,62.202,77.0965,98.0806
2017-06-06,102.2637,152.81,62.0956,75.819,98.1201
2017-06-07,102.6708,153.12,61.4568,76.0303,98.308
2017-06-08,101.1199,154.71,60.2373,75.819,97.6852
2017-06-09,102.38,149.6,60.1889,76.2897,96.8251
2017-06-12,103.7565,148.44,59.3179,76.1167,94.9961
2017-06-13,103.2912,150.68,58.9598,76.3857,96.5186
2017-06-14,102.8841,150.25,58.3307,76.7507,95.8463
2017-06-15,102.729,149.8,58.1565,75.7998,95.1444
2017-06-16,102.2734,150.64,58.2049,72.2744,94.8775
2017-06-19,102.1377,152.87,58.9404,72.5242,95.876
2017-06-20,100.7516,152.25,57.9339,72.5626,94.9763
2017-06-21,101.5852,153.91,58.0307,73.235,95.4608
2017-06-22,101.023,153.4,57.5952,72.5434,95.3619
2017-06-23,101.1587,155.07,57.8855,71.8902,95.3224
2017-06-26,102.3316,153.59,57.721,72.5242,95.5794
2017-06-27,102.1765,150.58,57.0629,73.0141,94.6995
2017-06-28,103.582,153.24,57.2758,73.4944,95.1345
2017-06-29,102.4673,151.04,56.4822,72.9372,93.3451
2017-06-30,102.9907,150.98,56.4338,72.6971,93.444
2017-07-03,104.1636,148.43,56.3757,72.3897,92.3664
2017-07-05,102.3897,150.34,56.0757,72.3513,93.2166
2017-07-06,100.9249,148.82,55.7466,72.4953,92.663
2017-07-07,100.8956,151.44,56.1725,72.3609,94.6402
2017-07-10,101.1593,153.5,55.9499,70.3436,92.317
2017-07-11,101.4034,155.27,56.037,70.5742,92.574
2017-07-12,101.9307,158.9,56.6564,71.0256,93.009
2017-07-13,101.8428,159.26,56.5015,72.0919,92.5839
2017-07-14,102.6241,159.97,56.8693,73.3311,92.5542
2017-07-17,102.3311,159.73,56.4531,73.3599,92.7424
2017-07-18,103.2686,162.86,56.337,73.1966,92.9206
2017-07-19,104.3135,164.14,56.2402,72.8796,93.0988
2017-07-20,104.8408,164.53,56.1628,73.0237,92.5444
2017-07-21,104.5771,164.43,56.1144,73.1485,92.0692
2017-07-24,104.4892,166.0,56.1531,73.8594,92.9899
2017-07-25,103.9228,165.28,56.6661,75.4251,93.5146
2017-07-26,104.4306,165.61,56.0757,75.7901,91.7425
2017-07-27,107.4188,170.44,57.5855,76.6355,91.3366
2017-07-28,107.3798,172.45,52.2625,76.6643,88.6537
2017-07-31,107.3505,169.25,52.2431,76.8372,87.8122
2017-08-01,108.0145,169.86,52.969,77.3271,86.9212
2017-08-02,106.1201,169.3,53.6465,77.3559,86.4955
2017-08-03,106.5595,168.59,53.8884,77.6825,86.6341
2017-08-04,105.163,169.62,53.6561,77.3079,85.5352
2017-08-07,103.8545,171.98,53.84,78.0763,86.1886
2017-08-08,104.4697,171.23,53.0039,78.3741,85.8421
2017-08-09,100.4171,171.18,52.2456,78.8865,85.4956
2017-08-10,98.9718,167.4,51.5943,77.9682,83.8424
2017-08-11,99.5968,168.08,51.7012,77.7168,84.08
2017-08-14,99.0206,170.75,51.7401,78.0068,84.2482
2017-08-15,99.1281,171.0,51.672,78.0745,84.565
2017-08-16,99.8019,170.0,52.0123,78.2775,85.1293
2017-08-17,99.0011,166.91,51.5651,77.0402,84.4561
2017-08-18,98.3371,167.41,51.2345,76.6632,84.2977
2017-08-21,98.796,167.78,51.672,77.0499,84.4264
2017-08-22,100.3585,169.64,52.9359,77.3495,85.0105
2017-08-23,99.1183,168.71,52.5762,77.2915,83.6939
2017-08-24,99.1378,167.74,52.4401,75.7256,84.7531
2017-08-25,100.0069,166.32,52.8484,76.0059,84.5749
2017-08-28,100.1534,167.24,52.8873,75.4259,83.8523
2017-08-29,100.1632,168.05,52.5956,76.1412,84.2285
2017-08-30,100.4561,169.92,53.0039,75.9189,85.0699
2017-08-31,98.8253,171.97,53.3345,75.4646,86.1688
2017-09-01,99.1183,172.02,53.4025,75.7546,86.6143
2017-09-05,99.216,170.72,53.597,77.1369,86.6539
2017-09-06,99.1183,172.09,52.7998,77.4075,88.0201
2017-09-07,94.7825,173.21,51.9831,77.4462,88.3765
2017-09-08,94.7922,170.95,52.0026,76.2476,90.5149
2017-09-11,94.8118,173.51,52.5178,76.4409,90.4258
2017-09-12,95.593,172.96,52.0512,76.9532,90.3961
2017-09-13,96.5012,173.05,52.7803,77.1949,90.0793
2017-09-14,95.6028,170.96,53.0137,77.0209,90.7624
2017-09-15,96.2082,171.64,53.1498,77.6975,94.9501
2017-09-18,95.7981,170.01,53.1692,77.3302,95.7816
2017-09-19,96.1203,172.52,53.1012,77.3785,93.6136
2017-09-20,96.882,172.17,53.6164,77.8135,93.7324
2017-09-21,96.5695,171.11,53.4803,77.3399,93.1879
2017-09-22,96.2863,170.54,53.5581,76.8759,94.2571
2017-09-25,97.2336,162.87,53.422,76.5086,94.3066
2017-09-26,96.3156,164.21,53.597,76.7405,94.2472
2017-09-27,96.9113,167.68,53.4609,76.6439,94.7719
2017-09-28,95.7493,168.73,52.9845,76.3152,95.3461
2017-09-29,96.257,170.87,52.2165,75.5323,95.2966
2017-10-02,97.5168,169.47,52.3137,75.8319,95.6034
2017-10-03,98.425,169.96,52.4887,76.5762,93.673
2017-10-04,98.1906,168.42,52.4303,76.4506,94.0393
2017-10-05,97.7609,171.24,53.0817,76.7599,93.8908
2017-10-06,97.7219,172.23,53.6359,76.3636,94.4947
2017-10-09,97.2336,172.5,53.49,77.8425,93.1285
2017-10-10,97.2434,171.59,53.8789,81.3224,93.5641
2017-10-11,96.2375,172.74,54.0928,82.869,93.0097
2017-10-12,94.6555,172.55,54.4136,83.2266,94.1086
2017-10-13,95.095,173.74,54.1706,83.7293,94.2175
2017-10-16,95.8274,174.52,53.3831,82.8786,94.7125
2017-10-17,96.052,176.11,52.9942,83.1106,92.2041
2017-10-18,95.9446,176.03,53.6747,83.3426,91.6191
2017-10-19,96.6867,174.56,53.8595,83.5166,91.4902
2017-10-20,97.0676,174.98,53.0525,84.5219,93.0369
2017-10-23,96.384,171.27,52.7609,85.6915,91.7183
2017-10-24,95.9836,171.8,52.7706,85.0439,91.6191
2017-10-25,95.4856,170.6,52.6539,85.5369,90.8359
2017-10-26,96.2473,170.63,53.3831,85.6625,100.0662
2017-10-27,96.0032,177.88,53.3539,85.2275,100.2942
2017-10-30,95.7395,179.87,53.6359,84.0482,100.4826
2017-10-31,95.5149,180.06,53.315,84.3962,100.5322
2017-11-01,96.7063,182.66,53.597,85.0052,100.0265
2017-11-02,96.0422,178.92,53.3442,85.8365,99.1442
2017-11-03,96.3254,178.92,54.4719,86.6871,100.086
2017-11-06,98.2785,180.17,54.9969,85.7398,99.739
2017-11-07,99.2257,180.25,55.6289,85.9815,100.1753
2017-11-08,98.8058,179.56,56.2997,87.2478,100.3736
2017-11-09,100.2706,179.3,55.765,87.2864,100.5619
2017-11-10,102.3213,178.46,55.4539,87.8858,100.78
2017-11-13,102.2823,178.77,55.065,87.9534,100.7602
2017-11-14,100.7491,178.07,55.3469,88.0501,99.9869
2017-11-15,101.2569,177.95,55.4154,86.8321,97.5281
2017-11-16,101.169,179.59,55.9431,96.2954,97.8553
2017-11-17,101.0128,179.0,55.6401,94.2172,98.1131
2017-11-20,100.339,178.74,55.5229,94.2268,98.3708
2017-11-21,100.5831,181.86,55.9627,93.2989,98.936
2017-11-22,100.3292,180.87,55.8454,93.1925,97.7363
2017-11-24,100.2315,182.78,55.5131,93.3955,96.6259
2017-11-27,100.378,183.03,54.6433,93.3955,96.378
2017-11-28,100.9835,182.42,55.3763,93.5405,95.5254
2017-11-29,102.7705,175.13,56.207,94.3042,99.0252
2017-11-30,102.3604,177.18,56.51,93.9852,99.0748
2017-12-01,102.7803,175.1,56.0213,94.1012,98.2618
2017-12-04,107.6337,171.47,57.4287,93.7725,98.5394
2017-12-05,104.7041,172.83,57.9955,94.5652,98.6385
2017-12-06,102.9854,176.06,57.9369,94.5263,98.3411
2017-12-07,102.7901,180.14,57.8001,94.5361,98.7575
2017-12-08,102.603,179.0,57.2821,94.3114,98.7773
2017-12-11,105.1624,179.04,57.7317,94.6826,98.232
2017-12-12,105.7531,176.96,57.9271,94.4579,98.1527
2017-12-13,105.9302,178.3,58.1421,95.4934,97.8949
2017-12-14,108.844,178.39,58.3474,94.878,97.3992
2017-12-15,109.5331,180.18,56.9693,94.8584,97.885
2017-12-18,109.2969,180.82,56.7152,95.6301,97.7661
2017-12-19,110.0647,179.51,56.6957,96.5092,98.7972
2017-12-20,107.9778,177.89,56.422,96.4604,99.4416
2017-12-21,107.8597,177.45,56.2754,95.7864,98.8963
2017-12-22,106.9737,177.2,56.0018,95.9329,98.6881
2017-12-26,106.4323,175.99,55.8454,96.8609,98.3411
2017-12-27,105.9598,177.62,55.9724,96.9586,98.5394
2017-12-28,106.0878,177.92,56.5002,97.0953,98.1726
2017-12-29,105.8318,176.46,56.1288,96.4604,97.8255
2018-01-02,110.0548,181.42,56.3243,96.3041,98.6484
2018-01-03,110.5274,184.67,57.3798,97.1442,98.7674
2018-01-04,110.4781,184.33,57.5948,97.2321,98.7377
2018-01-05,109.8777,186.85,58.2594,97.8084,99.977
2018-01-08,108.3026,188.28,57.9662,99.2541,100.5421
2018-01-09,108.2239,187.87,57.8392,98.0624,101.4344
2018-01-10,107.7612,187.84,58.4647,97.3591,99.3524
2018-01-11,109.2575,187.77,58.6406,97.701,98.242
2018-01-12,110.7144,179.37,59.0315,98.5312,96.9035
2018-01-16,108.9622,178.39,59.1879,98.3554,96.9927
2018-01-17,110.2222,177.6,59.2856,100.3188,98.7922
2018-01-18,108.6964,179.8,59.7059,101.8817,98.0266
2018-01-19,108.8637,181.29,59.872,102.165,100.035
2018-01-22,109.3658,185.37,60.0186,103.0051,99.7069
2018-01-23,108.6865,189.35,60.2923,103.4446,99.8064
2018-01-24,108.7751,186.55,59.4518,103.3372,99.7268
2018-01-25,108.8244,187.48,59.1781,104.1284,100.4427
2018-01-26,110.4388,190.0,56.6761,105.8769,100.9398
2018-01-29,109.7989,185.98,55.7281,107.01,101.8148
2018-01-30,108.3912,187.12,55.8943,105.2322,100.2041
2018-01-31,106.9737,186.89,55.5229,104.1284,99.6274
2018-02-01,108.7653,193.09,54.7312,103.0734,99.5677
2018-02-02,107.0032,190.28,54.5064,102.0575,98.2453
2018-02-05,103.0657,181.26,53.4509,97.7693,94.7256
2018-02-06,104.5127,185.31,54.3501,98.5606,93.7313
2018-02-07,103.1247,180.18,53.5148,100.4653,93.6716
2018-02-08,99.768,171.58,52.8368,97.701,89.9033
2018-02-09,101.4808,176.11,53.6327,97.066,90.7285
2018-02-12,101.7761,176.41,54.4189,97.2419,91.4345
2018-02-13,102.4947,173.15,54.7038,98.6387,92.4685
2018-02-14,102.9672,179.52,55.0183,99.342,94.4969
2018-02-15,103.5382,179.96,55.598,100.8365,87.8352
2018-02-16,104.8671,177.36,55.4998,102.3506,86.9502
2018-02-20,104.3257,176.01,54.9986,91.928,89.1277
2018-02-21,103.4102,177.91,55.1264,89.398,86.6022
2018-02-22,103.5972,178.99,54.4385,90.6191,86.2642
2018-02-23,105.5759,183.29,55.1657,90.7363,86.0852
2018-02-26,108.0959,184.93,56.1778,90.9609,85.7472
2018-02-27,103.233,181.46,55.5882,89.398,86.7713
2018-02-28,101.5497,178.32,56.109,87.923,86.7216
2018-03-01,100.9689,175.94,55.1951,87.0146,85.071
2018-03-02,101.3824,176.62,55.9419,86.7118,85.25
2018-03-05,101.7958,180.4,56.0009,87.8937,86.7017
2018-03-06,103.3019,179.78,56.0402,86.9951,89.1675
2018-03-07,101.973,183.71,56.0402,85.7057,88.4218
2018-03-08,102.4061,182.34,56.4726,86.3936,89.1476
2018-03-09,103.0952,185.23,57.4454,87.1797,91.514
2018-03-12,103.5283,184.76,58.3691,86.541,91.4842
2018-03-13,102.1108,181.88,58.0252,86.767,91.5438
2018-03-14,102.2782,184.19,57.809,86.1479,91.6433
2018-03-15,101.6285,183.86,58.3396,85.9907,90.7882
2018-03-16,101.2642,185.09,57.976,87.6219,90.4601
2018-03-19,99.8959,172.56,57.2882,85.9317,89.5254
2018-03-20,99.768,168.15,57.6419,86.423,90.3905
2018-03-21,100.2306,169.39,57.4552,86.649,89.4857
2018-03-22,99.0297,164.89,56.7674,85.6271,88.3721
2018-03-23,97.0018,159.39,55.3327,83.937,85.6378
2018-03-26,99.0789,160.06,56.7969,85.9809,86.9005
2018-03-27,97.809,152.22,56.4628,84.556,85.777
2018-03-28,97.0018,153.03,56.8951,86.2462,86.0057
2018-03-29,98.8722,159.79,56.8853,87.4253,87.7854
2018-04-02,97.12,155.39,55.2639,84.0647,84.6137
2018-04-03,97.8681,156.11,56.9934,85.293,83.5896
2018-04-04,99.3742,155.1,57.809,85.7057,85.4091
2018-04-05,100.5161,159.34,58.1136,86.2855,84.5341
2018-04-06,98.7836,157.2,57.3275,85.1849,82.8438
2018-04-09,98.1437,157.93,57.6812,84.782,84.1563
2018-04-10,99.7877,165.04,58.3789,84.9491,86.6619
2018-04-11,99.2266,166.32,58.3887,84.4185,86.8309
2018-04-12,98.823,163.87,58.3986,83.9468,87.6363
2018-04-13,98.7836,164.52,58.2119,84.5265,88.3522
2018-04-16,98.6753,164.83,58.3986,85.3323,88.9885
2018-04-17,100.5752,168.66,58.7916,86.3739,90.781
2018-04-18,99.6301,166.36,58.4673,86.0496,91.5777
2018-04-19,99.3151,168.1,58.1922,86.3641,91.3785
2018-04-20,98.6753,166.28,56.9934,85.4699,90.6416
2018-04-23,98.5867,165.84,57.1506,84.6052,91.6076
2018-04-24,97.9075,159.69,56.8067,85.0277,91.6175
2018-04-25,99.5711,159.69,56.7084,85.6566,87.6541
2018-04-26,98.2815,174.16,58.3494,86.4132,89.7752
2018-04-27,97.6811,173.59,57.3471,85.7745,88.5703
2018-04-30,98.7639,172.0,56.5708,86.9242,87.8433
2018-05-01,98.4981,173.86,57.1211,85.8924,87.3952
2018-05-02,98.065,176.07,55.7159,84.841,85.2641
2018-05-03,97.2184,174.02,55.1558,84.7329,85.752
2018-05-04,99.5711,176.61,56.6789,86.0103,87.6342
2018-05-07,100.8803,177.97,56.4529,83.9861,87.2458
2018-05-08,100.2011,178.92,56.6691,84.2514,87.2557
2018-05-09,98.4095,182.66,56.3431,81.6179,87.5346
2018-05-10,100.0928,185.53,56.9457,81.7663,88.7993
2018-05-11,100.4767,186.99,56.5703,82.4486,89.7055
2018-05-14,100.841,186.64,56.432,83.4473,89.6956
2018-05-15,101.3135,184.32,55.948,83.5759,88.8292
2018-05-16,103.4004,183.2,56.4518,85.1679,88.4806
2018-05-17,102.7113,183.76,56.5012,83.5462,88.0524
2018-05-18,102.3077,182.68,56.4617,82.7057,88.8491
2018-05-21,102.4357,184.49,56.6395,83.566,89.7653
2018-05-22,102.4455,183.8,56.2641,82.4387,89.7354
2018-05-23,101.2839,186.9,56.7876,82.0827,90.5022
2018-05-24,100.5161,185.93,56.9753,81.9245,90.8408
2018-05-25,100.6047,184.92,57.2124,81.5389,91.1495
2018-05-29,98.1339,185.74,56.5308,81.4795,91.8267
2018-05-30,98.4193,187.67,56.7778,83.1803,93.7287
2018-05-31,97.9173,191.78,55.9777,81.618,92.6134
2018-06-01,97.809,193.99,56.2147,82.0629,92.6134
2018-06-04,98.6753,193.28,56.3728,84.4658,94.9138
2018-06-05,98.38,192.94,54.9998,83.6747,94.6349
2018-06-06,100.3192,191.34,56.4716,83.6154,95.9295
2018-06-07,100.8705,188.18,56.4419,84.0011,94.9038
2018-06-08,102.3569,189.1,55.9085,83.4176,96.3478
2018-06-11,102.7211,191.54,55.79,83.3583,96.8656
2018-06-12,102.7014,192.4,55.79,83.1605,97.9611
2018-06-13,104.6505,192.41,55.5233,83.1507,98.3196
2018-06-14,107.0525,196.81,56.3234,82.854,99.6042
2018-06-15,107.1509,195.85,56.4123,82.765,100.61
2018-06-18,105.3888,198.31,56.5209,82.0728,101.078
2018-06-19,104.4438,197.49,56.7284,82.676,101.2772
2018-06-20,105.4774,202.0,51.582,82.676,101.4565
2018-06-21,104.2371,201.5,50.0016,83.2693,100.5005
2018-06-22,104.6801,201.74,50.614,83.8725,100.5702
2018-06-25,102.8196,196.35,50.0411,85.5041,98.2299
2018-06-26,102.6325,199.0,49.7645,85.0195,98.9071
2018-06-27,102.3372,195.84,49.2311,85.9194,97.6424
2018-06-28,103.1346,196.23,47.947,84.9009,98.2698
2018-06-29,103.174,194.32,48.2532,84.6932,98.8772
2018-07-02,103.6858,197.36,48.4606,83.0617,98.2797
2018-07-03,102.416,192.73,48.1742,83.4968,98.5088
2018-07-05,103.6957,198.45,48.0161,83.6253,98.9967
2018-07-06,103.9735,203.23,48.3816,83.566,100.1419
2018-07-09,105.204,204.74,49.2904,84.9701,100.61
2018-07-10,105.2139,203.54,49.804,86.2358,100.381
2018-07-11,107.2084,202.54,49.5274,85.5634,99.5843
2018-07-12,107.4168,206.92,49.6361,85.5535,100.1619
2018-07-13,109.1533,207.32,50.9894,86.7203,99.6142
2018-07-16,109.3518,207.23,50.3177,86.661,98.0407
2018-07-17,109.451,209.99,50.6535,87.2049,98.5992
2018-07-18,109.838,209.36,50.5251,87.0862,97.7415
2018-07-19,111.2669,208.09,50.7128,86.7401,99.1975
2018-07-20,110.6219,209.94,50.288,87.0763,99.3372
2018-07-23,110.2349,210.91,50.5646,86.6511,99.8059
2018-07-24,109.8479,214.67,50.5449,86.9774,98.7189
2018-07-25,110.3242,217.5,50.9894,86.9181,99.397
2018-07-26,112.6363,176.26,50.8214,87.2444,110.5464
2018-07-27,111.7532,174.89,51.5129,87.1455,109.3397
2018-07-30,111.7631,171.06,51.2659,87.8872,108.7114
2018-07-31,112.6859,172.58,51.7499,88.2332,109.3497
2018-08-01,112.1005,171.65,51.2956,87.2543,110.8057
2018-08-02,111.8822,176.37,51.0486,87.7685,113.578
2018-08-03,113.2118,177.78,51.5919,88.5991,114.4357
2018-08-06,115.0476,185.69,51.4339,88.6683,115.7122
2018-08-07,115.6628,183.81,51.4339,88.7672,115.8119
2018-08-08,113.1027,185.18,51.2747,89.0441,115.2734
2018-08-09,113.2813,183.09,51.6427,88.5269,115.0041
2018-08-10,111.8127,180.26,51.2349,89.6906,114.5055
2018-08-13,111.257,180.05,51.5333,89.1535,114.8146
2018-08-14,111.8822,181.11,52.3092,90.357,116.9288
2018-08-15,111.9814,179.53,52.4683,89.7304,114.5753
2018-08-16,111.6142,174.7,52.7568,98.1047,114.4257
2018-08-17,111.6142,173.8,53.274,97.319,115.7022
2018-08-20,111.128,172.5,53.6321,95.479,115.0839
2018-08-21,111.5249,172.62,53.7116,95.5586,115.6424
2018-08-22,111.0784,173.64,52.5379,95.1508,115.6424
2018-08-23,111.1379,172.9,52.3788,94.6635,115.782
2018-08-24,111.0685,174.645,52.4683,94.4347,116.5
2018-08-27,111.4654,177.46,52.6871,94.0269,117.0685
2018-08-28,111.7135,176.26,52.7667,95.5486,116.8391
2018-08-29,111.5845,175.9,52.9656,95.121,117.0286
2018-08-30,111.0586,177.64,52.8164,95.5785,116.7693
2018-08-31,111.1578,175.73,53.1646,95.3398,116.7294
2018-09-04,109.9968,171.16,53.2441,94.8425,115.8618
2018-09-05,109.0243,167.18,53.5028,96.0956,116.0612
2018-09-06,109.4113,162.53,53.9205,95.9266,116.2607
2018-09-07,110.1159,163.04,54.567,95.3099,115.9515
2018-09-10,109.8281,164.18,54.6765,96.3741,116.7094
2018-09-11,108.7564,165.94,54.8257,96.1155,116.1909
2018-09-12,108.6175,162.0,54.6765,95.4492,117.3975
2018-09-13,109.8182,161.36,54.5969,94.6038,118.5344
2018-09-14,108.419,162.32,54.4576,94.0767,120.2497
2018-09-17,108.5183,160.58,54.2786,94.3054,118.6641
2018-09-18,108.6869,160.3,54.7759,94.9121,119.402
2018-09-19,108.9449,163.06,55.134,94.7231,119.9805
2018-09-20,110.7609,166.02,56.1287,95.2304,119.771
2018-09-21,109.5503,162.93,57.1432,95.3796,121.257
2018-09-24,111.902,165.41,56.3873,94.4049,122.4337
2018-09-25,112.7554,164.91,56.5962,94.5839,122.2542
2018-09-26,114.3232,166.95,56.9642,94.0767,122.0149
2018-09-27,115.1468,168.84,57.0338,93.6192,122.3739
2018-09-28,116.0399,164.46,56.5365,93.4004,123.1318
2018-10-01,115.3453,162.44,55.2832,93.8877,122.6631
2018-10-02,116.7544,159.33,55.2931,94.6336,121.4165
2018-10-03,116.0101,162.43,55.1738,93.5595,123.6404
2018-10-04,115.2361,158.85,55.5915,93.6987,119.2624
2018-10-05,113.8965,157.33,55.4622,92.8036,120.0602
2018-10-08,115.127,157.25,56.2381,94.1761,119.2724
2018-10-09,115.9903,157.9,57.4018,96.5531,118.4546
2018-10-10,111.9913,151.38,55.7109,95.2403,114.8146
2018-10-11,110.2945,153.35,54.567,93.4103,113.7875
2018-10-12,111.7432,153.74,56.1486,94.2955,115.6224
2018-10-15,112.5669,153.52,56.447,93.3108,115.2335
2018-10-16,115.2957,158.78,57.5013,95.29,118.9932
2018-10-17,116.2284,159.42,58.7844,96.036,118.6042
2018-10-18,115.2858,154.92,58.3269,95.6481,116.2108
2018-10-19,117.9848,154.05,58.3468,96.6228,113.4584
2018-10-22,117.3597,154.78,58.5855,96.6128,113.6678
2018-10-23,116.9429,154.39,58.496,97.2692,113.7477
2018-10-24,110.7509,146.04,57.75,97.0305,111.7206
2018-10-25,113.2813,150.95,58.6452,98.6418,104.2013
2018-10-26,112.3188,145.37,57.7599,98.4031,100.9859
2018-10-29,112.1699,142.09,58.0583,99.2584,101.1756
2018-10-30,113.8767,146.22,58.2771,101.8642,104.5408
2018-10-31,113.9462,151.79,57.9588,99.7358,105.7691
2018-11-01,115.2064,151.75,58.3169,100.0342,104.7805
2018-11-02,114.2935,150.35,63.9765,100.79,106.0087
2018-11-05,114.5614,148.68,64.1357,102.3515,107.4966
2018-11-06,115.8117,149.94,65.6575,102.7692,108.1557
2018-11-07,116.1491,151.53,67.796,103.7539,111.0016
2018-11-08,115.1071,147.87,68.353,104.3108,111.6007
2018-11-09,117.0918,144.96,68.2337,104.9871,110.8219
2018-11-12,115.8018,141.55,67.5474,103.3063,106.7477
2018-11-13,115.9506,142.16,67.05,102.3813,106.7577
2018-11-14,116.2185,144.22,67.04,100.979,106.3083
2018-11-15,116.2086,143.85,67.62,98.9998,108.4452
2018-11-16,115.2957,139.53,68.16,97.1598,109.9831
2018-11-19,114.5316,131.55,67.91,96.2548,105.2398
2018-11-20,111.0089,132.43,67.18,93.649,105.0201
2018-11-21,112.16,134.82,66.77,93.6589,105.08
2018-11-23,111.2173,131.73,65.7,94.5839,105.5594
2018-11-26,111.6837,136.38,65.69,94.6336,106.0387
2018-11-27,113.0233,135.0,66.08,94.5242,104.8803
2018-11-28,115.2064,136.76,66.82,96.9311,107.916
2018-11-29,115.7125,138.68,66.88,96.762,108.615
2018-11-30,114.6011,140.61,66.72,97.1201,109.4039
2018-12-03,114.8491,141.09,67.5,98.2141,110.692
2018-12-04,112.0012,137.93,66.65,95.29,109.0943
2018-12-06,113.45,139.63,66.55,94.77,108.3454
2018-12-07,111.98,137.42,65.47,93.19,105.8689
2018-12-10,111.86,141.85,65.49,93.94,107.4666
2018-12-11,111.97,142.08,65.92,93.85,106.508
2018-12-12,112.21,144.5,66.13,93.11,107.5965
2018-12-13,113.39,145.01,66.91,92.96,106.9674
2018-12-14,112.2,144.06,65.34,91.85,104.4809
2018-12-17,110.62,140.19,64.47,90.77,101.8846
2018-12-18,109.45,143.66,64.92,91.08,100.4766
2018-12-19,109.22,133.24,64.06,90.55,99.2084
2018-12-20,107.0,133.4,62.15,87.28,97.5108
2018-12-21,104.22,124.95,61.39,87.13,94.9745
2018-12-24,100.35,124.06,60.56,85.82,92.8675
2018-12-26,105.83,134.18,63.08,90.41,96.3725
2018-12-27,106.52,134.52,63.2,91.59,96.1728
2018-12-28,107.3,133.2,63.39,92.13,96.0929
2018-12-31,109.65,131.09,64.4,93.15,97.8903
2019-01-02,108.97,135.68,64.32,93.34,96.2726
2019-01-03,106.33,131.74,61.53,92.86,94.3953
2019-01-04,109.61,137.95,63.57,93.44,98.1
2019-01-07,110.56,138.05,63.57,94.54,98.4096
2019-01-08,111.42,142.53,63.62,95.2,101.5451
2019-01-09,112.67,144.23,63.88,94.89,103.6421
2019-01-10,112.8,144.2,64.19,94.96,103.712
2019-01-11,112.65,143.8,63.73,94.84,103.682
2019-01-14,112.42,145.39,63.37,94.95,102.5137
2019-01-15,111.76,148.95,64.08,96.25,103.6621
2019-01-16,110.91,147.54,63.77,96.35,104.3611
2019-01-17,111.01,148.3,64.28,96.74,104.1114
2019-01-18,111.04,150.04,64.7,97.73,105.1
2019-01-22,110.6,147.57,65.39,97.49,104.45
2019-01-23,111.12,144.3,66.43,98.71,104.7
2019-01-24,110.55,145.83,64.74,98.36,105.46
2019-01-25,111.09,149.01,67.09,96.94,106.73
